tweetid,text,manual_class
349190806223069000,"I lied!. I will be discussing Zimmerman but from my perspective = 3 yrs w/ Mcleod, 3 yrs law school, 6 mnths cook county, 0 yrs in practice.",
349191388258251000,"Fisher Building (1896), Chicago, Cook County, Illinois http://t.co/4waJi4uvKs",
349191792295571000,Sheriff announces arrest in 2012 shooting death: The Cook County Sheriff's Office is announcing the arrest of ... http://t.co/wt4IgEsvzl,
349192555344306000,"Si and Dave The Hairy Bikers explore #Lincolnshire, where they cook a traditional county favourite #SLBiz http://t.co/8UprUFcg9u",
349196499818774000,#gunrights #gungrab Circuit Court of Cook County Denied Motion for Temporary Restraining... http://t.co/gQ0iV4H1Xs #NRA #2ndamendment,
349196690852545000,"@benmckeith You'd think so! Cook will surely cash in, although how much do international players actually net with their county teams?!",Sports
349198650515288000,@ILChamber sues to block Cook County Use Tax.  http://t.co/tsG80m1Fte,
349199276817129000,Circuit Court of Cook County Denied Motion for Temporary Restraining Order in Firearms Tax Case ...,
349199332328739000,"Cook County Comm. John Fritchey talks Springfield, gun law and music in this week's DW Q+A http://t.co/8Ng6whFIRR",
349199918742766000,@meijer I saw one in cook county!!! In niles! But I bet your stores are fairly new!,
349202037776462000,Cool fact: the SWAT headquarter for all of Cook County is located in Glenview.,
349203576855343000,@ChicagolandCmbr sues to block County Use Tax.  http://t.co/kpiJcNqCmq,
349205734879277000,Hiring Youth Development Specialist Cook County Juvenile Detention Center Chicago IL http://t.co/ZyzzgTz3pu,
349206433339945000,@LouisFarrakhan the bugs in your kids could be control in cook county correctional facility an federal bldg downtown chicago call me we talk,
349209079438246000,Hiring Supervisor in Charge Cook County Juvenile Detention Center Chicago IL http://t.co/C49DZ0RS7a http://t.co/20vo60lzWE,
349210129834590000,Circuit Court of Cook County Denied Motion for Temporary Restraining Order in Firearms Tax Case.   http://t.co/O4YS6zqnLX,
349212631392993000,"5 dead, at least 28 wounded in shootings since Friday night: The Cook County Medical Examiner's... http://t.co/IOfKIsTfkX #Chicago #News",News
349217261782958000,"Half the girls in lake county can't cook, so imagine going home and not having your moms bangin food. Your stuck with Mac &amp; cheese!",
349217591392338000,"Of School and Jail - 　　　In the summer of 2011, I had two jobs. One was in the Cook County Jail’s drug... http://t.co/4NWyy2Wfk6",
349218282018046000,Cook county so IRRA!,
349219117837980000,I could never be with a nigga that's always in and out of jail. Have you guys ever been to Cook County Jail in Chicago?!,Jail
349220303458673000,"5 dead, at least 28 wounded in shootings since Friday night: The Cook County Medical Examiner's... http://t.co/ibKPTvk4vH #Chicago #News",News
349223532208726000,I never know if I live in will or cook county lol.,
349225615347556000,Ima go to Cook County real soon,
349226553726611000,ACCESS joins Cook County Board Commissioner  Joan Patricia Murphy in accepting #CountyCare applications June 26 at Moraine Valley College…….,
349227579087135000,ACCESS joins Cook County Board Commissioner  Joan Patricia Murphy in accepting #CountyCare applications June 27 at Prairie State College……..,
349229058485273000,Although ive never understood why the national team has to play against a county. Alisatair cook has to play against his own team.,Sports
349230721195459000,Man Charged With Sex Trafficking For Second Time In Cook County « CBS Chicago http://t.co/BYgMJbjUPQ,
349231400110670000,Cook county so dang plain,
349233506431414000,RT @kivatalty: Cool fact: the SWAT headquarter for all of Cook County is located in Glenview.,
349234530722394000,Plans to draw more people to visit and experience the Cook County Forest Preserve... http://t.co/n7TliO2Gcj,
349235782118171000,cook county jails http://t.co/fcfLLkZvHQ,Jail
349236963225764000,I would never be in Cook County. Only for work &amp; school.,
349241222893806000,The greening of Cook County. http://t.co/uucZMYUEeJ,
349241525403795000,"Root to open in England warm-up: But he will not play for England against Essex, Cook's county, at Chel... http://t.co/g7nqPbfRJG #Essex",Sports
349243840093381000,The great Dr Ron Henson is in the house today. Good luck Ron! (@ Cook County Courthouse - @tonipreckwinkle) http://t.co/tVvv0mWFoc,
349245099164697000,Creepy ass Old Cook County Hospital #ghosthunters #old #county #hospital #haunted #creepy http://t.co/Zw5okBmYbT,
349245322062598000,Pizza/ sub shop cook (Howard county ) http://t.co/Hk8C6atV2Z,
349245424500089000,Pizza/ sub shop cook (Howard county ) http://t.co/KbKxTRnflJ,
349246118732890000,"RT @GloriousFoodUK: Si and Dave The Hairy Bikers explore #Lincolnshire, where they cook a traditional county favourite #SLBiz http://t.co/8…",
349249071325786000,Great weekend with mom... I'd do it again anytime! Cook County on Friday &amp; Grad banquet on Saturday 😊,
349251449445822000,"RT @GloriousFoodUK: Si and Dave The Hairy Bikers explore #Lincolnshire, where they cook a traditional county favourite #SLBiz http://t.co/8…",
349256246601331000,"Illinois Visitation Rights are a Privilege: In 2011, there were 10,519 divorces and annulments in Cook County and... http://t.co/ePQ0oB1lv5",
349256814648508000,To hot to cook? Best Places to Picnic in Hendricks County http://t.co/xbehCucNkT via @HendrickCounty,
349259492015346000,"iNWS Alert - New event. Severe Thunderstorm Watch from 6/24/2013 3:15 PM to 10:00 PM CDT for Cook County,... http://t.co/biXjB0TLLY",Weather
349261337039352000,SAVE THE DATE: A PREPARE workshop will be held November 22 from 9am-3pm at the South Cook County Regional Office... http://t.co/L0gcCFpuHR,
349269861991588000,Cook County Board President Toni Preckwinkle kicks off bid for second term - Chicago Tribune http://t.co/A5jcWhpLV2 via @ArchiveDigger,
349270065646023000,"Green Coffee Bean Extract Is the New and Effective Weight Loss Breakthrough: Cook County, IL -- (SBWIRE) -- 06... http://t.co/ixn13RL24E",
349271220648288000,#CookCounty Use #Tax Litigation Update http://t.co/YPdt1yQr7U,
349272269794734000,"I'm at Provident Hospital of Cook County (Chicago, IL) http://t.co/5jGPeeKYrb",
349274041649078000,FEMA assistance deadline is July 9: Cook County was one of 33 in Illinois declared eligible on May 10 for disa... http://t.co/lEkcbBB6vl,
349274154509402000,RT @SocialInChicago: FEMA assistance deadline is July 9: Cook County was one of 33 in Illinois declared eligible on May 10 for disa... http…,
349274298508247000,"Did you know that in Cook County 860,670 people are food insecure?",
349275858323767000,Severe Thunderstorm Watch for Cook County http://t.co/okqp5qp2yE,Weather
349276632038642000,"Green Coffee Bean Extract Is the New and Effective Weight Loss Breakthrough: Cook County, IL -- (SBWIRE) -- 06... http://t.co/De99j1aRGh",
349276664955544000,"Green Coffee Bean Extract Is the New and Effective Weight Loss Breakthrough: Cook County, IL -- (SBWIRE) -- 06... http://t.co/TFoD2YXldU",
349276804063826000,The cook county sheriffs on my ass.they want Discharge papers n everything..,
349277349688263000,Judge Robert Lopez Cepero of the Cook County Circuit Court ruled last Friday that online travel companies such a ...  http://t.co/UsNKD0t6Mt,
349278071725097000,Having a SUPER taxing day today because I just bought a luxury car and a few cartons of cigarettes in Cook County.,
349279072427323000,New protections for LGBTQ youth. Cook County JTDC passes new equal protection policy for residents. Great news! http://t.co/piXVCesGPY,
349281014079689000,"Supreme Court Appoints Christopher Edward Lawler to Cook County Circuit Court position, eff. July 8, 2013",
349281014079689000,,
349281539160424000,"RT @illinoiscourts: Supreme Court Appoints Christopher Edward Lawler to Cook County Circuit Court position, eff. July 8, 2013",
349281539160424000,,
349284660351738000,CountyCare is a new health care program for adults in Cook County that is operated by the State of Illinois and... http://t.co/aafeWcHRfa,
349285409567678000,Sheriff: Riverdale man arrested in 2012 slaying: The Cook County Sheriff's Office says a... http://t.co/WyupyGX6oA #Chicago #News,News
349288026075169000,Cook county jail...... yeah #youreabadass,Jail
349288836616028000,Circuit Court of Cook County Denied Motion for Temporary Restraining Order in Firearms Tax Cas... http://t.co/IHEFh4j8sE #gunnews,
349292037071307000,"Severe Thunderstorm Warning for Cook, DuPage, Kane, Kendall, Lake, McHenry and Will County in IL until 6:45pm CDT. #ilwx",Weather
349292067186418000,SEVERE THUNDERSTORM WARNING FOR DUPAGE AND COOK COUNTY.,
349292098136179000,"iNWS Alert - New event. Severe Thunderstorm Warning from 6/24/2013 5:24 PM to 6:45 PM CDT for Cook County,... http://t.co/aMhDI8b0DL",Weather
349292149478666000,"New event. Severe Thunderstorm Warning from 6/24/2013 5:24 PM to 6:45 PM CDT for Cook County, L... Read more at http://t.co/3pxsp7hFs0",Weather
349292210283479000,"Severe Thunderstorm Warning for Cook, DuPage, Kane, Kendall, Lake, McHenry and Will County in IL until 6:45pm",Weather
349292217845813000,"New event. Severe Thunderstorm Warning from 6/24/2013 5:24 PM to 6:45 PM CDT for Cook County, L... Read more at http://t.co/QOKR3tT4ox",Weather
349292223952716000,"Severe Thunderstorm Warning - Cook; DuPage; Kane; Kendal County(s), IL until 06/24/13  6:45PM (CDT) #ilwx More @: http://t.co/LJbYO3s33B",Weather
349292277262332000,Today I am the laziest man in Cook County.,
349292366009606000,"RT @severestudios: Severe Thunderstorm Warning for Cook, DuPage, Kane, Kendall, Lake, McHenry and Will County in IL until 6:45pm",Weather
349292475933925000,* SEVERE THUNDERSTORM WARNING FOR...,
NA,,
349292475933925000,,
349292684239831000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, Kane, Kendall, Lake, McHenry and Will County in IL until 6:45pm CDT. #ilwx",Weather
349292815936790000,Cook County here I come,
349292854008480000,"RT @severestudios: Severe Thunderstorm Warning for Cook, DuPage, Kane, Kendall, Lake, McHenry and Will County in IL until 6:45pm",Weather
349293047965688000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, Kane, Kendall, Lake, McHenry and Will County in IL until 6:45pm CDT. #ilwx",Weather
349293150038266000,RT @HMPRG: New protections for LGBTQ youth. Cook County JTDC passes new equal protection policy for residents. Great news! http://t.co/piXV…,
349293223992238000,"RT @severestudios: Severe Thunderstorm Warning for Cook, DuPage, Kane, Kendall, Lake, McHenry and Will County in IL until 6:45pm",Weather
349293464254558000,"RT @WGNWeatherGuy: New event. Severe Thunderstorm Warning from 6/24/2013 5:24 PM to 6:45 PM CDT for Cook County, L... Read more at http://t…",Weather
349293469203837000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, Kane, Kendall, Lake, McHenry and Will County in IL until 6:45pm CDT. #ilwx",Weather
349293549394727000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, Kane, Kendall, Lake, McHenry and Will County in IL until 6:45pm CDT. #ilwx",Weather
349293773748052000,"Going to the City Club tomorrow to hear my boss, Cook County President Preckwinkle, give a speech on regional economic development.",
349294036550562000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, Kane, Kendall, Lake, McHenry and Will County in IL until 6:45pm CDT. #ilwx",Weather
349295259940954000,THE NATIONAL WEATHER SERVICE IN CHICAGO HAS ISSUED A,
349295259940954000,,
349295512836510000,RT @Firefighter5663: THE NATIONAL WEATHER SERVICE IN CHICAGO HAS ISSUED A,
349295512836510000,,
349296231492755000,NATIONAL WEATHER SERVICE CHICAGO 524 P 6 24 13 NWS ISSUED A SEVERE THUNDER STORM,
349296231492755000,,
349296789658165000,Severe Thunderstorm Warning for Cook County http://t.co/PnTn0VHHqV,Weather
349296907048321000,Severe Thunderstorm Watch for Cook County http://t.co/1v3g5X406f,Weather
349297414080958000,The National Weather Service has again issued a Severe Thunderstorm Warning for Cook County in northeast Illinois until 6:45 PM CDT.,Weather
349297855455957000,What about Cook County doe? Bad storms???? Or we safe?,
349299888204431000,@daieoleiwalo I was in Lennox. Cook county ga right above Valdosta,
349299920072765000,Severe Thunderstorm Warning for Cook County http://t.co/PEwYmQuAi1,Weather
349300835236331000,I guess I brought the terrible weather with me to Chicago! :( Cook county is under SEVERE T'STORM WARNINGS!! http://t.co/4sorWpqTHn Eeekk!!,
349301485617693000,Wall cloud over western Cook County #ilwx http://t.co/NypT1CARRg,
349301496384459000,Whaaaa?!! I guess I made it into Chi-town just in time! SEVERE T'STORM WARNINGS are now in effect for Cook County! :( http://t.co/4sorWpqTHn,
349301998597849000,"IL911: I don't know if anyone paged weather for IL, but cook county is in  ",
349301998597849000,,
349302164813906000,Severe thunderstorm warning issued for Cook County. Stay safe tonight! http://t.co/IK3DKuPRlc,Weather
349302455286247000,RT @DNAinfoCHI: Severe thunderstorm warning issued for Cook County. Stay safe tonight! http://t.co/IK3DKuPRlc,Weather
349302630784315000,Severe Thunderstorm Warning for Cook county until 10:00 pm. My mama better hope not cause I ain't driving downtown in a storm.,Weather
349302658093433000,@DNAinfoCHI reports severe thunderstorm warning issued for Cook County: http://t.co/RSmRuRCasd. #chicago #boystown #gaychicago,Weather
349302801521852000,Testing for metra went well back to  playing the waiting game and cook county interview tomorrow,
349303337402896000,RT @DNAinfoCHI: Severe thunderstorm warning issued for Cook County. Stay safe tonight! http://t.co/IK3DKuPRlc,Weather
349303406277571000,ALERT- Severe Thunderstorm WARNING in effect for Cook County until 645 PM. Expect winds gusts up to 70 mph. Stay tuned to local news 4 info,Weather
349303510489240000,IL911: Tornado warning for cook county. I'm going to have lots of pages  ,
349303510489240000,,
349304498927313000,RT @UEA_Tip_Alert: IL911: Tornado warning for cook county. I'm going to have lots of pages  ,
349304498927313000,,
349305814365901000,"Strongest winds have moved east of Chicago, Cook county. Now out over Lake Michigan, Lake County IN. http://t.co/CxqehWKdUT",
349306074941235000,HERE IT GOES.....OUR SEVERE THUNDERSTORM FOR COOK COUNTY.....DIRECT TV HAS WENT OFF...IM HAVING STRAIGHT TECHNICAL ISSUES,
